"210300_at"	"209531_at"	0.022
"210300_at"	"219441_s_at"	0.022
"212540_at"	"210024_s_at"	0.222
"212540_at"	"214436_at"	0.054
"212540_at"	"206607_at"	0.098
"209531_at"	"203113_s_at"	0.157
"209531_at"	"213087_s_at"	0.157
"209531_at"	"214394_x_at"	0.157
"209531_at"	"214395_x_at"	0.157
"209531_at"	"203948_s_at"	0.102
"209531_at"	"203949_at"	0.102
"202847_at"	"220570_at"	0.11
"204229_at"	"209990_s_at"	0.153
"204229_at"	"209991_x_at"	0.153
"204229_at"	"211679_x_at"	0.153
"204229_at"	"217077_s_at"	0.153
"204230_s_at"	"209990_s_at"	0.153
"204230_s_at"	"209991_x_at"	0.153
"204230_s_at"	"211679_x_at"	0.153
"204230_s_at"	"217077_s_at"	0.153
"220570_at"	"214732_at"	0.095
"214457_at"	"207226_at"	0.106
"200991_s_at"	"202067_s_at"	0.223
"200991_s_at"	"202068_s_at"	0.223
"200991_s_at"	"217005_at"	0.223
"200991_s_at"	"217103_at"	0.223
"200991_s_at"	"217173_s_at"	0.223
"202366_at"	"210803_at"	0.242
"202366_at"	"211177_s_at"	0.242
"207221_at"	"218832_x_at"	0.076
"207221_at"	"221861_at"	0.076
"207221_at"	"43511_s_at"	0.076
"207221_at"	"49111_at"	0.076
"207221_at"	"208260_at"	0.175
"205983_at"	"201569_s_at"	0.146
"205983_at"	"201570_at"	0.146
"220185_at"	"205155_s_at"	0.217
"220185_at"	"205348_s_at"	0.143
"206607_at"	"210024_s_at"	0.097
"206607_at"	"202067_s_at"	0.202
"206607_at"	"202068_s_at"	0.202
"206607_at"	"217005_at"	0.202
"206607_at"	"217103_at"	0.202
"206607_at"	"217173_s_at"	0.202
"206607_at"	"218832_x_at"	0.184
"206607_at"	"221861_at"	0.184
"206607_at"	"43511_s_at"	0.184
"206607_at"	"49111_at"	0.184
"206607_at"	"205297_s_at"	0.23
"206607_at"	"220638_s_at"	0.237
"208267_at"	"206479_at"	0.256
"208267_at"	"214410_at"	0.256
"208267_at"	"204253_s_at"	0.019
"208267_at"	"204254_s_at"	0.019
"208267_at"	"204255_s_at"	0.019
"208267_at"	"213692_s_at"	0.019
"204857_at"	"202337_at"	0.259
"210587_at"	"209908_s_at"	0.259
"210587_at"	"209909_s_at"	0.259
"210587_at"	"220406_at"	0.259
"210587_at"	"220407_s_at"	0.259
"206743_s_at"	"220496_at"	0.187
"206743_s_at"	"205755_at"	0.013
"206724_at"	"207226_at"	0.172
"201387_s_at"	"207618_s_at"	0.113
"201387_s_at"	"213240_s_at"	0.12
"201387_s_at"	"214399_s_at"	0.12
"211916_s_at"	"206103_at"	0.223
"210746_s_at"	"211560_s_at"	0.074
"210746_s_at"	"206834_at"	0.046
"209832_s_at"	"216952_s_at"	0.19
"221413_at"	"211045_s_at"	0.187
"221413_at"	"211046_at"	0.187
"221413_at"	"221023_s_at"	0.187
"206103_at"	"219431_at"	0.227
"220636_at"	"205348_s_at"	0.292
"221668_s_at"	"205348_s_at"	0.292
"205155_s_at"	"205348_s_at"	0.166
"205155_s_at"	"208894_at"	0.136
"205155_s_at"	"210982_s_at"	0.136
"214515_at"	"218832_x_at"	0.187
"214515_at"	"221861_at"	0.187
"214515_at"	"43511_s_at"	0.187
"214515_at"	"49111_at"	0.187
"205348_s_at"	"208894_at"	0.175
"205348_s_at"	"210982_s_at"	0.175
"207584_at"	"202067_s_at"	0.028
"207584_at"	"202068_s_at"	0.028
"207584_at"	"217005_at"	0.028
"207584_at"	"217103_at"	0.028
"207584_at"	"217173_s_at"	0.028
