"210300_at"	"209531_at"	0.066
"210300_at"	"219441_s_at"	0.066
"212540_at"	"210024_s_at"	0.882
"212540_at"	"214436_at"	0.627
"212540_at"	"206607_at"	0.516
"209531_at"	"203113_s_at"	0.214
"209531_at"	"213087_s_at"	0.214
"209531_at"	"214394_x_at"	0.214
"209531_at"	"214395_x_at"	0.214
"209531_at"	"203948_s_at"	0.261
"209531_at"	"203949_at"	0.261
"204229_at"	"209990_s_at"	1e-08
"204229_at"	"209991_x_at"	1e-08
"204229_at"	"211679_x_at"	1e-08
"204229_at"	"217077_s_at"	1e-08
"204230_s_at"	"209990_s_at"	1e-08
"204230_s_at"	"209991_x_at"	1e-08
"204230_s_at"	"211679_x_at"	1e-08
"204230_s_at"	"217077_s_at"	1e-08
"214457_at"	"207226_at"	0.702
"200991_s_at"	"202067_s_at"	0.228
"200991_s_at"	"202068_s_at"	0.228
"200991_s_at"	"217005_at"	0.228
"200991_s_at"	"217103_at"	0.228
"200991_s_at"	"217173_s_at"	0.228
"202366_at"	"210803_at"	0.298
"202366_at"	"211177_s_at"	0.298
"207221_at"	"218832_x_at"	1e-08
"207221_at"	"221861_at"	1e-08
"207221_at"	"43511_s_at"	1e-08
"207221_at"	"49111_at"	1e-08
"207221_at"	"208260_at"	0.612
"205983_at"	"201569_s_at"	0.657
"205983_at"	"201570_at"	0.657
"220185_at"	"205155_s_at"	0.53
"220185_at"	"205348_s_at"	0.406
"206607_at"	"210024_s_at"	0.516
"206607_at"	"202067_s_at"	0.217
"206607_at"	"202068_s_at"	0.217
"206607_at"	"217005_at"	0.217
"206607_at"	"217103_at"	0.217
"206607_at"	"217173_s_at"	0.217
"206607_at"	"218832_x_at"	0.255
"206607_at"	"221861_at"	0.255
"206607_at"	"43511_s_at"	0.255
"206607_at"	"49111_at"	0.255
"206607_at"	"205297_s_at"	0.231
"206607_at"	"220638_s_at"	0.59
"208267_at"	"206479_at"	0.997
"208267_at"	"214410_at"	0.997
"208267_at"	"204253_s_at"	0.112
"208267_at"	"204254_s_at"	0.112
"208267_at"	"204255_s_at"	0.112
"208267_at"	"213692_s_at"	0.112
"204857_at"	"202337_at"	0.299
"210587_at"	"209908_s_at"	0.63
"210587_at"	"209909_s_at"	0.63
"210587_at"	"220406_at"	0.63
"210587_at"	"220407_s_at"	0.63
"206743_s_at"	"220496_at"	0.657
"206743_s_at"	"205755_at"	0.657
"206724_at"	"207226_at"	0.106
"201387_s_at"	"207618_s_at"	0.657
"201387_s_at"	"213240_s_at"	0.657
"201387_s_at"	"214399_s_at"	0.657
"210746_s_at"	"211560_s_at"	0.367
"210746_s_at"	"206834_at"	0.347
"209832_s_at"	"216952_s_at"	0.657
"221413_at"	"211045_s_at"	1e-08
"221413_at"	"211046_at"	1e-08
"221413_at"	"221023_s_at"	1e-08
"206103_at"	"219431_at"	0.257
"220636_at"	"205348_s_at"	0.818
"221668_s_at"	"205348_s_at"	0.818
"205155_s_at"	"205348_s_at"	0.099
"205155_s_at"	"208894_at"	0.101
"205155_s_at"	"210982_s_at"	0.101
"214515_at"	"218832_x_at"	1e-08
"214515_at"	"221861_at"	1e-08
"214515_at"	"43511_s_at"	1e-08
"214515_at"	"49111_at"	1e-08
"205348_s_at"	"208894_at"	0.173
"205348_s_at"	"210982_s_at"	0.173
"207584_at"	"202067_s_at"	0.181
"207584_at"	"202068_s_at"	0.181
"207584_at"	"217005_at"	0.181
"207584_at"	"217103_at"	0.181
"207584_at"	"217173_s_at"	0.181
"202949_s_at"	"214732_at"	0.362
"206660_at"	"205297_s_at"	0.135
"214732_at"	"204253_s_at"	0.65
"214732_at"	"204254_s_at"	0.65
"214732_at"	"204255_s_at"	0.65
"214732_at"	"213692_s_at"	0.65
"214732_at"	"206789_s_at"	0.656
"214732_at"	"203920_at"	0.68
"214644_at"	"207226_at"	0.944
"211560_s_at"	"210328_at"	0.613
"211560_s_at"	"206834_at"	0.466
"207634_at"	"208894_at"	0.657
"207634_at"	"210982_s_at"	0.657
"209908_s_at"	"205755_at"	0.341
"209909_s_at"	"205755_at"	0.341
"220406_at"	"205755_at"	0.341
"220407_s_at"	"205755_at"	0.341
