"probe1"	"probe2"	"ont"
"210300_at"	"209531_at"	0.631
"210300_at"	"219441_s_at"	0.631
"212540_at"	"210024_s_at"	0.945
"212540_at"	"214436_at"	0.703
"212540_at"	"206607_at"	0.631
"209531_at"	"203113_s_at"	0.776
"209531_at"	"213087_s_at"	0.776
"209531_at"	"214394_x_at"	0.776
"209531_at"	"214395_x_at"	0.776
"209531_at"	"203948_s_at"	0.655
"209531_at"	"203949_at"	0.655
"202847_at"	"220570_at"	0.488
"204229_at"	"209990_s_at"	0.553
"204229_at"	"209991_x_at"	0.553
"204229_at"	"211679_x_at"	0.553
"204229_at"	"217077_s_at"	0.553
"204230_s_at"	"209990_s_at"	0.553
"204230_s_at"	"209991_x_at"	0.553
"204230_s_at"	"211679_x_at"	0.553
"204230_s_at"	"217077_s_at"	0.553
"220570_at"	"214732_at"	0.511
"214457_at"	"207226_at"	0.836
"200991_s_at"	"202067_s_at"	0.798
"200991_s_at"	"202068_s_at"	0.798
"200991_s_at"	"217005_at"	0.798
"200991_s_at"	"217103_at"	0.798
"200991_s_at"	"217173_s_at"	0.798
"202366_at"	"210803_at"	0.896
"202366_at"	"211177_s_at"	0.896
"207221_at"	"218832_x_at"	0.689
"207221_at"	"221861_at"	0.689
"207221_at"	"43511_s_at"	0.689
"207221_at"	"49111_at"	0.689
"207221_at"	"208260_at"	0.851
"205983_at"	"201569_s_at"	0.688
"205983_at"	"201570_at"	0.688
"220185_at"	"205155_s_at"	0.608
"220185_at"	"205348_s_at"	0.589
"206607_at"	"210024_s_at"	0.595
"206607_at"	"202067_s_at"	0.643
"206607_at"	"202068_s_at"	0.643
"206607_at"	"217005_at"	0.643
"206607_at"	"217103_at"	0.643
"206607_at"	"217173_s_at"	0.643
"206607_at"	"218832_x_at"	0.747
"206607_at"	"221861_at"	0.747
"206607_at"	"43511_s_at"	0.747
"206607_at"	"49111_at"	0.747
"206607_at"	"205297_s_at"	0.751
"206607_at"	"220638_s_at"	0.791
"208267_at"	"206479_at"	0.939
"208267_at"	"214410_at"	0.939
"208267_at"	"204253_s_at"	0.534
"208267_at"	"204254_s_at"	0.534
"208267_at"	"204255_s_at"	0.534
"208267_at"	"213692_s_at"	0.534
"204857_at"	"202337_at"	0.681
"210587_at"	"209908_s_at"	1
"210587_at"	"209909_s_at"	1
"210587_at"	"220406_at"	1
"210587_at"	"220407_s_at"	1
"206743_s_at"	"220496_at"	1
"206743_s_at"	"205755_at"	0.447
"206724_at"	"207226_at"	0.763
"201387_s_at"	"207618_s_at"	0.655
"201387_s_at"	"213240_s_at"	0.73
"201387_s_at"	"214399_s_at"	0.73
"211916_s_at"	"206103_at"	0.71
"210746_s_at"	"211560_s_at"	0.589
"210746_s_at"	"206834_at"	0.593
"209832_s_at"	"216952_s_at"	0.657
"221413_at"	"211045_s_at"	1
"221413_at"	"211046_at"	1
"221413_at"	"221023_s_at"	1
"206103_at"	"219431_at"	1
"220636_at"	"205348_s_at"	0.555
"221668_s_at"	"205348_s_at"	0.555
"205155_s_at"	"205348_s_at"	0.552
"205155_s_at"	"208894_at"	0.5
"205155_s_at"	"210982_s_at"	0.5
"214515_at"	"218832_x_at"	1
"214515_at"	"221861_at"	1
"214515_at"	"43511_s_at"	1
"214515_at"	"49111_at"	1
"205348_s_at"	"208894_at"	0.564
"205348_s_at"	"210982_s_at"	0.564
"207584_at"	"202067_s_at"	0.368
"207584_at"	"202068_s_at"	0.368
"207584_at"	"217005_at"	0.368
"207584_at"	"217103_at"	0.368
"207584_at"	"217173_s_at"	0.368
"202949_s_at"	"214732_at"	0.684
"206660_at"	"205297_s_at"	0.814
"214732_at"	"204253_s_at"	0.728
"214732_at"	"204254_s_at"	0.728
"214732_at"	"204255_s_at"	0.728
"214732_at"	"213692_s_at"	0.728
"214732_at"	"206789_s_at"	0.777
"214732_at"	"203920_at"	0.789
"214644_at"	"207226_at"	0.906
"211560_s_at"	"210328_at"	0.714
"211560_s_at"	"206834_at"	0.419
"207634_at"	"208894_at"	1
"207634_at"	"210982_s_at"	1
"209908_s_at"	"205755_at"	0.718
"209909_s_at"	"205755_at"	0.718
"220406_at"	"205755_at"	0.718
"220407_s_at"	"205755_at"	0.718
"204175_at"	"212767_at"	0.611
"201509_at"	"210803_at"	0.917
"201509_at"	"211177_s_at"	0.917
"210014_x_at"	"210803_at"	0.917
"210014_x_at"	"211177_s_at"	0.917
"210418_s_at"	"210803_at"	0.917
"210418_s_at"	"211177_s_at"	0.917
"207226_at"	"201480_s_at"	0.779
"203920_at"	"202067_s_at"	0.637
"203920_at"	"202068_s_at"	0.637
"203920_at"	"217005_at"	0.637
"203920_at"	"217103_at"	0.637
"203920_at"	"217173_s_at"	0.637
"203113_s_at"	"201480_s_at"	0.763
"213087_s_at"	"201480_s_at"	0.763
"214394_x_at"	"201480_s_at"	0.763
"214395_x_at"	"201480_s_at"	0.763
"218832_x_at"	"202067_s_at"	0.757
"218832_x_at"	"202068_s_at"	0.757
"218832_x_at"	"217005_at"	0.757
"218832_x_at"	"217103_at"	0.757
"218832_x_at"	"217173_s_at"	0.757
"221861_at"	"202067_s_at"	0.757
"221861_at"	"202068_s_at"	0.757
"221861_at"	"217005_at"	0.757
"221861_at"	"217103_at"	0.757
"221861_at"	"217173_s_at"	0.757
"43511_s_at"	"202067_s_at"	0.757
"43511_s_at"	"202068_s_at"	0.757
"43511_s_at"	"217005_at"	0.757
"43511_s_at"	"217103_at"	0.757
"43511_s_at"	"217173_s_at"	0.757
"49111_at"	"202067_s_at"	0.757
"49111_at"	"202068_s_at"	0.757
"49111_at"	"217005_at"	0.757
"49111_at"	"217103_at"	0.757
"49111_at"	"217173_s_at"	0.757
