"217670_at"	"212044_s_at"	"200092_s_at"	"201429_s_at"	"200936_at"	"217266_at"	"200022_at"	"200674_s_at"	"201492_s_at"	"200002_at"	"221475_s_at"	"214335_at"	"213459_at"	"200908_s_at"	"221798_x_at"	"200074_s_at"	"200926_at"	"221476_s_at"	"222297_x_at"	"214041_x_at"	"214317_x_at"	"200834_s_at"	"201033_x_at"	"200717_x_at"	"213588_x_at"	"217747_s_at"	"214097_at"	"212042_x_at"	"219138_at"	"208856_x_at"	"211720_x_at"	"200062_s_at"	"211972_x_at"	"214167_s_at"	"205541_s_at"	"200010_at"	"209252_at"	"200094_s_at"	"204102_s_at"	"201011_at"	"217980_s_at"	"204330_s_at"	"222216_s_at"	"204331_s_at"	"210008_s_at"	"213840_s_at"	"201122_x_at"	"201123_s_at"	"208620_at"	"203396_at"	"201114_x_at"	"201252_at"	"202243_s_at"	"216088_s_at"	"202244_at"	"208674_x_at"	"202586_at"	"208675_s_at"	"211730_s_at"	"213753_x_at"	"204031_s_at"	"213264_at"	"213263_s_at"	"213517_at"	"201638_s_at"	"219098_at"	"200063_s_at"
"216326_s_at"	"204898_at"	"200093_s_at"	"203444_s_at"	"204899_s_at"	"209352_s_at"	"204900_x_at"	"202247_s_at"	"202473_x_at"	"213963_s_at"	"39705_at"	"202474_s_at"	"211783_s_at"	"208826_x_at"	"207721_x_at"
"207163_s_at"	"204855_at"
"218076_s_at"	"201140_s_at"	"201276_at"	"218137_s_at"	"201156_s_at"	"201527_at"
"217786_at"	"207772_s_at"
"208018_s_at"	"214866_at"
"202621_at"	"208436_s_at"	"203275_at"	"202354_s_at"	"202356_s_at"	"202355_s_at"
"201393_s_at"	"210845_s_at"
"209449_at"	"204559_s_at"	"218011_at"
"201392_s_at"	"211924_s_at"
"213112_s_at"	"200645_at"
"201471_s_at"	"204493_at"	"209941_at"
"201897_s_at"	"204695_at"	"204267_x_at"	"204696_s_at"
"203872_at"	"206393_at"	"205177_at"	"204083_s_at"	"205693_at"	"205589_at"	"212654_at"	"209742_s_at"	"205766_at"	"215389_s_at"
"201135_at"	"200737_at"	"205480_s_at"
"209364_at"	"211725_s_at"	"200796_s_at"
"218481_at"	"213648_at"	"212303_x_at"	"212627_s_at"
"203577_at"	"212836_at"
"203175_at"	"212651_at"	"208009_s_at"	"221789_x_at"	"65770_at"
"204039_at"	"205312_at"	"207954_at"	"209710_at"
"1861_at"	"204269_at"
"217716_s_at"	"202024_at"
"201954_at"	"211963_s_at"	"217817_at"	"217818_s_at"
"211524_at"	"214448_x_at"	"214062_x_at"	"207535_s_at"
"218260_at"	"215497_s_at"	"40829_at"	"216036_x_at"
"202112_at"	"206883_x_at"
"205049_s_at"	"207641_at"	"204581_at"
"210382_at"	"207577_at"	"220538_at"	"213245_at"	"207578_s_at"
"210150_s_at"	"212667_at"
"217099_s_at"	"219085_s_at"	"205527_s_at"	"212315_s_at"
"220861_at"	"212219_at"
"220804_s_at"	"217864_s_at"
"217752_s_at"	"203925_at"	"201415_at"	"211630_s_at"
"206793_at"	"206450_at"	"208817_at"	"213981_at"	"208818_s_at"
"206834_at"	"205919_at"	"220807_at"	"217683_at"	"206647_at"
"216964_at"	"212220_at"
"200665_s_at"	"203683_s_at"	"206390_x_at"
"210234_at"	"206001_at"	"204280_at"
"216939_s_at"	"216615_s_at"
"209636_at"	"208763_s_at"
"218103_at"	"209381_x_at"	"221021_s_at"
"201694_s_at"	"202400_s_at"
"217873_at"	"208854_s_at"
"208723_at"	"41657_at"
"210890_x_at"	"210514_x_at"
"211219_s_at"	"208449_s_at"
"206140_at"	"206634_at"
"217478_s_at"	"208894_at"
"204292_x_at"	"215735_s_at"
"201693_s_at"	"202401_s_at"
"37462_i_at"	"207769_s_at"
"215794_x_at"	"201673_s_at"	"210447_at"
"216957_at"	"212222_at"
"200083_at"	"208445_s_at"
"201841_s_at"	"207113_s_at"
"202799_at"	"202415_s_at"
"222122_s_at"	"218848_at"	"212994_at"	"212101_at"
"205688_at"	"207627_s_at"
"213384_x_at"	"210388_at"	"204046_at"
"214933_at"	"200678_x_at"
"206813_at"	"205723_at"
"216041_x_at"	"206399_x_at"
"218906_x_at"	"217976_s_at"
"204144_s_at"	"213889_at"	"205873_at"
"202218_s_at"	"204257_at"
"219708_at"	"204077_x_at"
"215925_s_at"	"204563_at"
